,id,overview,genres,Action,Comedy,Drama,Thriller,Romance
1212,300441, grumpy cat  bad christmas ever grumpy cat  lonely cat live  mall pet shop  always gets pass  never get choose  customer  kitty develop  sour outlook  life  day  holiday  special  year old girl name chyrstal enter  pet store  fall  love  grumpy cat  unique friendship  form  chyrstal find  person  hear  unique feline talk  middle  holiday rush grumpy reluctantly thwart  kidnap  expensive exotic dog  stand  rescue chyrstal  mall close  christmas eve  grumpy cat learn  true meaning  christmas  grumpy  word  bad christmas ever,Comedy|Family,0,1,0,0,0
7362,323636, english navigator become  pawn  player  deadly political game  feudal japan,History|Adventure|Drama,0,0,1,0,0
10548,18169, man  woman meet  try  romantic affair despite  personal problem  interference  disapprove friend,Comedy|Drama|Romance,0,1,1,0,1
7735,14126, first trip  paris  young woman hit  party  catacomb  mile labyrinth  limestone,Horror|Thriller,0,0,0,1,0
5735,209263,eva  divorce soon  empty nester wonder  next act  meet marianne  embodiment  perfect self arm  restore outlook  middle age  single eva decides  take  chance  new love interest albert  sweet funny  like minded man  thing get complicate  eva discover  albert  fact  dread ex husband  marianne,Comedy|Drama|Romance,0,1,1,0,1
6494,13802, true story  man  pose  director stanley kubrick  production  kubrick last film eye wide shut despite know  little  work  look nothing like he,Comedy|Drama,0,1,1,0,0
665,138103,barney christmas  rest  team come face  face  conrad stonebank  year ago co found  expendable  barney stonebank subsequently become  ruthless arm trader  someone  barney  force  kill  think stonebank  elude death  make  mission  end  expendable  barney  plan barney decides  fight old blood  new blood  bring  new era  expendable team member recruit individual  young fast  tech savvy  late mission become  clash  classic old school style versus high tech expertise  expendable  personal battle yet,Action|Adventure|Thriller,1,0,0,1,0
642,157350, world divide  faction base  personality type tris learn  classify  divergent  fit  discover  plot  destroy divergent tris  mysterious  must find  make divergent dangerous  late,Action|Science Fiction|Thriller,1,0,0,1,0
10051,11510, time since father jebedaiah mayii exorcise  devil  little nancy aglet  grow  husband  child  prince  darkness want  go  second round  return  repossess  father mayii unwilling  help father luke brophy try  good  help nancy even  tvs ernest weller plan  air  exorcism live  tv,Comedy|Horror,0,1,0,0,0
3767,69278,inside  quarantine apartment building  man must protect  pregnant wife  new neighbor,Thriller|Science Fiction|Foreign,0,0,0,1,0
4272,12778,michael j fox star  kirk douglas  nancy travis  wickedly funny comedy  heir  backstabbe family desperate  get  piece  massive inheritance,Comedy,0,1,0,0,0
786,188166, quiet life  beach bum  upend  dreadful news  set  childhood home  carry  act  vengeance  prove  inept assassin  find  brutal fight  protect  estranged family,Crime|Thriller,0,0,0,1,0
7602,13910, tour  britain  harry houdini enter  passionate affair  psychic  con  famous magician,Drama|Romance,0,0,1,0,1
3202,13058, film pick  year  death  trife aml ameen  first film  release  sam noel clarke  jail  past  half year  kill trife  release  go  cemetery  visit trife tombstone  attack  trife cousin,Drama|Foreign,0,0,1,0,0
5729,252529, teenager find  perfect life upend  stalk  mysterious doppelgang  eye set  assume  identity,Thriller|Mystery,0,0,0,1,0
4187,854, timid bank clerk stanley ipkiss discover  magical mask contain  spirit  norse god loki  entire life change  wear  mask ipkiss become  supernatural playboy exuding charm  confidence  allow  catch  eye  local nightclub singer tina carlyle unfortunately  mask influence ipkiss  robs  bank  anger junior crime lord dorian tyrell whose goon get blame  heist,Romance|Comedy|Crime|Fantasy,0,1,0,0,1
6867,6948,set  new england  troubled girl encounter mysterious happening  wood surround  isolate girl school  send  estranged parent,Mystery|Horror|Thriller,0,0,0,1,0
7636,13534,catch  middle  bank robbery  slacker  bank employee become  one  arbitrate  intense situation,Action|Comedy|Crime,1,1,0,0,0
2905,14574, family move  home  berlin  strange new house  poland young bruno befriends shmuel  boy  live  side  fence  everyone seem  wear stripe pajama unaware  shmuel fate  jewish prisoner  role  nazi father play  imprisonment bruno embark  dangerous journey inside  camp wall,War|Drama,0,0,1,0,0
10853,15598, film tell  story  young man  lead  promiscuous lifestyle  several life reversal make  rethink  purpose  goal  life,Comedy|Drama|Romance,0,1,1,0,1
996,94590,base  hit web series  name  science fiction adventure comedy angry video game nerd  movie follow  disgruntle gamer  must overcome  fear  bad video game  time  order  save  fan hilarity ensue  simple road trip become  extravagant pursuit  unexpected,Science Fiction|Adventure|Comedy,0,1,0,0,0
5026,11523, small town woman try  achieve  goal  become  flight attendant,Comedy|Romance,0,1,0,0,1
7440,4413, woman struggle  recover  brutal attack  set  mission  revenge,Crime|Drama|Thriller,0,0,1,1,0
4698,85546,yann  cook  nadia  waitress  mother  year old child decide  risk everything  purchase  restaurant  plenty  talent energy love  dream  finance  find  force  jungle  financing  bank loan  quickly overwhelm  bail  nadia  take  job  canada  yann  force  stay behind  save  restaurant together  child confront  relentless avalanche  creditor  uncare system  daily grind  respite  yann finally understand  chance  salvation lie  join  lover  well  reunite mother  child  follow nadia  canada  well life,Drama,0,0,1,0,0
156,157843, chronicle  gertrude bell life  traveler writer archaeologist explorer cartographer  political attach  british empire  dawn  twentieth century,Drama|History,0,0,1,0,0
6273,9913, hospice nurse work  spooky new orleans plantation home finds  entangle  mystery involve  house dark past,Drama|Horror|Mystery|Thriller,0,0,1,1,0
3085,13506, story  great love face  great drama  history  russia admiral kolchak  true war hero  beloved husband  father  day  meet anna  love  life  wife  good friend  revolution  heart face  revolution  country  destiny  become  supreme rule  russia,Action|Drama|History|War,1,0,1,0,0
7023,9477, story  arthurian legend base  sarmatian hypothesis  contend  legend  historical nucleus  sarmatian heavy cavalry troop station  britain  roman british military commander lucius artorius castus  historical person behind  legend,Adventure|War|History,0,0,0,0,0
10268,10433,wayne dobie  shy cop whose low key demeanor  earn  affectionate nickname mad dog  mad dog save  life  frank milo  crime boss  aspire stand  comedian he s offer  company  attractive young waitress name glory  week  first  uneasy  arrangement  eventually fall  love  situation become complicated  milo demand glory back,Comedy|Crime|Romance|Drama,0,1,1,0,1
5773,205939, war tear country  plague  vicious dragon elenn  arrogant young noblewoman accompanie  aunt  mission  bring  ancient relic  secret coronation  rightful king,Fantasy|Adventure,0,0,0,0,0
6096,9838,ever  search  adventure explorer allan quatermain agree  join  beautiful jesse huston  mission  locate  archaeologist father  abduct  knowledge  legendary mine  king solomon  kidnapper lead  sinister german military officer bockner journey  wilds  africa allan  jesse track  party  must contend  fierce native  dangerous creature  peril,Action|Adventure|Comedy,1,1,0,0,0
3795,47320,ivy league freshman aaron milton  get  different kind  education  fall  linda  vivacious former wild child  return  college  straighten  life  curriculum gets  challenge  aaron meet lindas sarcastic  year old daughter beth  quickly develop  crush  math  work  either direction  dysfunctional triangle become  learn experience  involve,Comedy|Drama|Romance,0,1,1,0,1
495,346494, easy  teenager  mike  sixteen year old  espcially hard  live  stick  mother  non stop nagg  faintville  canadian timber industry town  father  friend  even  favorite meal basically  sole wish  simply  vanish  face  earth  day mike write  obituary  shoot  great disappointment  wake  local hospital  routine examination  doctor discover  plum sized tumor  brain mike  scarcely believe  luck  keep  illness  avoid undergo surgery  would save  stare death directly  eye  change mike point  view  evaluate  opinion  enchant  crazy miranda somebody seem  understand  all,Comedy|Drama,0,1,1,0,0
2321,41345,mo ali  futuristic knife crime drama bring  dystopian environment  child  man  district  london  east  shank deliver  ruthless vision  forthcoming urban life  gun  supersede  knife  fiercely wield  aimless youth amidst  chaos  paper chazer gang  rare morally conscious group  trade scavenge food  money  chazer gang member junior kedar williams stirling witness  brother murder  must decide whether  get revenge  stick  gang moral code  superbly pace  artistic film present day social issue  murky city street provide  perfect canvas  imagination  action,Action|Drama|Thriller,1,0,1,1,0
5076,1415, new york club scene  world like  candy color mirror ball playground step michael alig  wannabe  nowhere special  watchful eye  veteran club kid james st james alig quickly rise  top  place  go  down,Comedy|Drama|Crime,0,1,1,0,0
4447,89492,pete  debbie  turn  kid hate  business  fail  verge  lose  house  relationship  threaten  fall apart,Comedy,0,1,0,0,0
151,290637, year  young son disappear  halloween carnival mike cole  haunt  eerie image  terrify message  explain together  estranged wife  stop  nothing  unravel  mystery  find  son  unearth  legend  refuse  remain bury  past,Horror|Thriller,0,0,0,1,0
7586,1534, vike boy  leave behind  clan battle  native american tribe raise  tribe  ultimately become  savior  fight  norseman,Action,1,0,0,0,0
6915,19213, popular south beach university filthy rich super snob victoria english  absolute queen  lead greek student club sigma sigma  order  achieve  crown ambition win fhm magazine annual good sorority  must recruit atypical sigmie  fulfill  diversity criterion ambitious sycophant pledge kristen haas helps  attract loser  poor ugly unfashionable  cruelly put  excruciating hazing without intent  actually enroll  gloria  bright  assertive pledge win  heart  derek baby dick victorias ideal  constantly abuse boyfriend whose bitch addiction  cure  alternative lover together  lead  revolt  even nerd,Comedy,0,1,0,0,0
6795,13960, friend prepare  life  high school different challenge bring  turning point  live  drama unfold  resolve  local rollerskate rink cascade,Drama,0,0,1,0,0
1738,36597,foundle heathcliff  raise  wealthy earnshaw  yorkshire  later life launch  vendetta  family,Drama,0,0,1,0,0
3001,14197, guy jesse bradford  life plan  woo groom  dump  elusive woman elisha cuthbert,Comedy|Drama|Romance,0,1,1,0,1
9653,9003,larry  wife julia move  old house  discover  hideous creature  man half brother  womans former lover  hide upstairs  lose  earthly body  trio  amp  demon  cenobite frank  bring back  existence  drop  blood  floor  soon force  former mistress  bring  necessary human sacrifice  complete  body  cenobite  happy  this,Horror,0,0,0,0,0
8651,3065, mad  evil scientist dr clayton forrester  create  evil little scheme  bind  give  world global domination  first thing first  plan  torment mike nelson  robot  send  real stinker  film  watch call  island earth  convince  movie  drive  insane  ultimate cheese  break  boy spirit,Comedy|Science Fiction,0,1,0,0,0
